Sentence,Entity
"Vollert: Ja, denn viele der Ideen der Klimabewegung waren noch nicht richtig in der SPD angekommen.",SPD
"Wir tragen so nun seit zwei Jahren Klimaforderungen in die SPD rein, um sie dort hoffentlich in konkrete Politik umzusetzen.",SPD
Gemeinsam mit anderen Jusos gründete er 2020 das Netzwerk SPD.Klima.,SPD
"Um das zu ändern, haben wir mehrere Gespräche mit Abgeordneten geführt und uns mit Johann Saathoff getroffen, einem SPD-Staatssekretär im Innenministerium.",SPD
SPIEGEL: Die SPD hat im Bundestagswahlkampf 2021 Klimaschutz zu einem zentralen Thema erklärt.,SPD
"Vollert: Das 1,5-Grad-Ziel ist bis heute nicht wirklich in der Mitte der SPD angekommen.",SPD
Da gibt es in der SPD ein Vakuum.,SPD
"Und viele der Gruppen, die es heute in der SPD gibt, stammen noch aus den Zeiten unter Gerhard Schröder.",SPD
Sonst hat sich aus der SPD aber kaum jemand zu dem Thema geäußert.,SPD
"Es wäre gut gewesen, wenn auch mehr Leute aus der SPD dieses Problem öffentlich benannt hätten – vor allem auch aus der SPD in Nordrhein-Westfalen.",SPD
Immerhin haben sich auch 70 andere SPD- und Juso-Strukturen unserem Aufruf angeschlossen.,SPD
SPIEGEL: Die SPD galt lange als Kohlepartei.,SPD
"Vollert: Als ich 2017 in die SPD eintrat, war der Tenor: Was die Grünen mit Klimaschutz machen, ist ja ganz nett, aber an der Kohleindustrie hängen so und so viele Arbeitsplätze.",SPD
"Die Erkenntnis, dass diese Jobs auf lange Sicht nicht bestehen können, hat sich erst in den vergangenen Jahren in der SPD durchgesetzt.",SPD
SPIEGEL: Olaf Scholz ging vor der Bundestagswahl ja mit dem Begriff des Klimakanzlers in den Wahlkampf.,Olaf Scholz
"Wir haben damals in der SPD-Zeitung »Vorwärts« einen Text veröffentlicht, warum Scholz ein Klimakanzler werden muss.",SPD
SPIEGEL: Und ist Olaf Scholz ein Klimakanzler geworden?,Olaf Scholz
"Vollert: Wir würden uns natürlich sehr freuen, wenn Olaf Scholz in diesem Bereich mehr voranbringen würde.",Olaf Scholz
SPIEGEL: In der Ampelkoalition wurde in den vergangenen Wochen heftig über den Ausbau von Autobahnen diskutiert.,Ampelkoalition
SPIEGEL: In der Ampelkoalition wurde in den vergangenen Wochen heftig über den Ausbau von Autobahnen diskutiert.,Ampel
"Grünenfraktionschefin Katharina Dröge warf der SPD dabei vor, sich wie eine »Zuschauerin am Spielfeldrand« zu verhalten.",SPD
"Dass FDP-Abgeordnete immer noch lieber Autobahnen bauen wollen, statt Tempolimits einzuführen, das kommt mir persönlich total schräg vor.",FDP
SPD-Abgeordnete oder Mitglieder der Regierung sollten sich da eindeutiger positionieren.,SPD
SPIEGEL: Hat die SPD in Sachen Klimaschutz vielleicht einfach keine eigenen Ideen?,SPD
Die SPD hat viele gute Ideen für einzelne Sektoren.,SPD
"Nehmen Sie mal das Beispiel Verkehr: Olaf Scholz kündigte im Wahlkampf 2021 an, dass bis 2030 um die 15 Millionen E-Autos auf deutschen Straßen unterwegs sein sollen.",Olaf Scholz
"Andererseits muss die SPD sich trauen, rote Linien zu ziehen.",SPD
"Unser Anliegen ist es, das 1,5-Grad-Ziel in allen 400.000 Köpfen der SPD so zu verankern, dass sie Klimaschutz immer mitdenken.",SPD
Olaf Scholz 2022 bei der Weltklimakonferenz in Ägypten Mitglieder des Netzwerks Klima.,Olaf Scholz
"Salt, die Buckelwal-Dame: Ihren Namen trägt sie wegen ihrer Finne, die einer Salzkruste ähnelt Melden Sie sich an und diskutieren Sie mit  CDU-Chef Merz während seiner Grundsatzrede: Vor allem Kritik an der Regierung.",CDU
CDU-Chef Merz während seiner Grundsatzrede: Vor allem Kritik an der Regierung.,CDU
"IMAGO/Chris Emil Janssen / IMAGO/Chris Emil Janßen 7/2023 »Putin ist ein Drache, der fressen muss« Gespräch mit Wolodymyr Selenskyj Melden Sie sich an und diskutieren Sie mit  Ministerpräsident Michael Kretschmer vor Braunkohletagebau (2018): Die CDU möchte den Ausstieg hinziehen, die Grünen wollen mehr Tempo Sie können den Artikel leider nicht mehr aufrufen.",Grüne
"IMAGO/Chris Emil Janssen / IMAGO/Chris Emil Janßen 7/2023 »Putin ist ein Drache, der fressen muss« Gespräch mit Wolodymyr Selenskyj Melden Sie sich an und diskutieren Sie mit  Ministerpräsident Michael Kretschmer vor Braunkohletagebau (2018): Die CDU möchte den Ausstieg hinziehen, die Grünen wollen mehr Tempo Sie können den Artikel leider nicht mehr aufrufen.",CDU
"IMAGO/Chris Emil Janssen / IMAGO/Chris Emil Janßen 7/2023 »Putin ist ein Drache, der fressen muss« Gespräch mit Wolodymyr Selenskyj Melden Sie sich an und diskutieren Sie mit  Ministerpräsident Michael Kretschmer vor Braunkohletagebau (2018): Die CDU möchte den Ausstieg hinziehen, die Grünen wollen mehr Tempo Sie können den Artikel leider nicht mehr aufrufen.",Michael Kretschmer
"Ministerpräsident Michael Kretschmer vor Braunkohletagebau (2018): Die CDU möchte den Ausstieg hinziehen, die Grünen wollen mehr Tempo Melden Sie sich an und diskutieren Sie mit  Pionier: Triebfahrzeugführer Michael Ruschke mit dem Prototyp des Stadler Akkuzugs im Kieler Hauptbahnhof Sie können den Artikel leider nicht mehr aufrufen.",Grüne
"Ministerpräsident Michael Kretschmer vor Braunkohletagebau (2018): Die CDU möchte den Ausstieg hinziehen, die Grünen wollen mehr Tempo Melden Sie sich an und diskutieren Sie mit  Pionier: Triebfahrzeugführer Michael Ruschke mit dem Prototyp des Stadler Akkuzugs im Kieler Hauptbahnhof Sie können den Artikel leider nicht mehr aufrufen.",CDU
"Ministerpräsident Michael Kretschmer vor Braunkohletagebau (2018): Die CDU möchte den Ausstieg hinziehen, die Grünen wollen mehr Tempo Melden Sie sich an und diskutieren Sie mit  Pionier: Triebfahrzeugführer Michael Ruschke mit dem Prototyp des Stadler Akkuzugs im Kieler Hauptbahnhof Sie können den Artikel leider nicht mehr aufrufen.",Michael Kretschmer
"Dänische Küste: TotalEnergies, Ineos und Wintershall Dea wollen in der Nordsee CO₂ einlagern Christian Beier / IMAGO Melden Sie sich an und diskutieren Sie mit  Ministerpräsident Stephan Weil, 64, vertritt im VW-Aufsichtsrat den Großaktionär Niedersachsen.",Stephan Weil
"Ministerpräsident Stephan Weil, 64, vertritt im VW-Aufsichtsrat den Großaktionär Niedersachsen.",Stephan Weil
"Auch Klimaschutzminister Robert Habeck treibt diese Frage um, er sagte im SPIEGEL-Gespräch : »Verständlich, die Klimakrise ist Realität.«",Robert Habeck
"Stau auf der A8 bei Rosenheim: Künftig weniger Autos, dafür mehr LKW Josef Reisner / DPA Melden Sie sich an und diskutieren Sie mit  Mario Czaja, Generalsekretär der CDU will jetzt das Klima schützen Sie können den Artikel leider nicht mehr aufrufen.",Mario Czaja
"Stau auf der A8 bei Rosenheim: Künftig weniger Autos, dafür mehr LKW Josef Reisner / DPA Melden Sie sich an und diskutieren Sie mit  Mario Czaja, Generalsekretär der CDU will jetzt das Klima schützen Sie können den Artikel leider nicht mehr aufrufen.",CDU
"Ausgerechnet der Wallfahrtsort von Klimaschützern in NRW soll weichen – für die Energiesicherheit, gegen die Erderhitzung; ein Deal, mit ausgehandelt von Grünenpolitikern.",Grüne
Die von den Grünen geführten Wirtschaftsministerien in Bund und Land NRW haben mit dem Energiekonzern so etwa einen auf 2030 vorgezogenen Kohleausstieg vereinbart.,Grüne
Ein weiteres Versprechen der Grünen: Der Kompromiss mit RWE nütze dem Klima. »,Grüne
"Wir haben eine Vereinbarung mit RWE geschlossen, die dazu führt, dass der Tagebau um die Hälfte verkleinert wird«, sagte NRW-Umweltminister Oliver Krischer (Grüne) am Mittwoch im Deutschlandfunk.",Grüne
"Wie schlimm es um die Bundeswehr wirklich steht Melden Sie sich an und diskutieren Sie mit  Grünenpolitiker Habeck: »Unzufriedenheit, Ängste, Zorn brauchen Adressaten« Sie können den Artikel leider nicht mehr aufrufen.",Grüne
"Grünenpolitiker Habeck: »Unzufriedenheit, Ängste, Zorn brauchen Adressaten« 3/2023 Bereit zum Gefecht!",Grüne
"Er erklärt, warum viele hier ausgerechnet auf den grünen Wirtschaftsminister Robert Habeck sauer sind und wie es um die Erfolgsaussichten des Protests steht.",Robert Habeck
"Vor wenigen Monaten kündigte NRW-Wirtschaftsministerin Mona Neubaur (Grüne) zusammen mit Robert Habeck (Grüne) an, den Braunkohleausstieg im Rheinischen Revier auf 2030 vorzuziehen.",Grüne
"Vor wenigen Monaten kündigte NRW-Wirtschaftsministerin Mona Neubaur (Grüne) zusammen mit Robert Habeck (Grüne) an, den Braunkohleausstieg im Rheinischen Revier auf 2030 vorzuziehen.",Robert Habeck
Der erste Teil des Deals – früherer Ausstieg aus der Kohle – und eigentliche Erfolg für Habeck und Neubaur dürfte nun in den nächsten Wochen von hässlichen Bildern aus dem Revier überschattet werden: Polizeieinsätze und verletzte Aktivistinnen an der Abbruchkante des Braunkohlelochs Garzweiler sind für die Grünen eine extrem schlechte Presse.,Grüne
"Robert Habeck in Norwegen: Frohe Neujahrsbotschaft vom Fjord Wirtschaftsminister Habeck will nicht länger Überbringer schlechter Nachrichten sein, sondern als kraftvoller Gestalter wahrgenommen werden.",Robert Habeck
Wissing und die Verkehrspolitik: Minister Rückwärtsgang FDP-Mann Volker Wissing muss in kurzer Zeit die Verkehrswende schaffen.,FDP
Wissing und die Verkehrspolitik: Minister Rückwärtsgang FDP-Mann Volker Wissing muss in kurzer Zeit die Verkehrswende schaffen.,Volker Wissing
Bagger im Braunkohletagebau Garzweiler bei Lützerath Melden Sie sich an und diskutieren Sie mit  Verkehrsminister Volker Wissing (FDP) Sie können den Artikel leider nicht mehr aufrufen.,FDP
Bagger im Braunkohletagebau Garzweiler bei Lützerath Melden Sie sich an und diskutieren Sie mit  Verkehrsminister Volker Wissing (FDP) Sie können den Artikel leider nicht mehr aufrufen.,Volker Wissing
"Verkehrsminister Volker Wissing (FDP) Melden Sie sich an und diskutieren Sie mit  »Es gibt physikalische Grenzen, bei denen auch technische Beschneiung nicht mehr funktioniert.«",FDP
"Verkehrsminister Volker Wissing (FDP) Melden Sie sich an und diskutieren Sie mit  »Es gibt physikalische Grenzen, bei denen auch technische Beschneiung nicht mehr funktioniert.«",Volker Wissing
"Melden Sie sich an und diskutieren Sie mit  Deutliche Investitionen in klimafreundlichere Strukturen nötig Wenn die Europäische Union die Treibhausgasemissionen bis 2050 wie geplant auf netto Null bringen will, muss sie einer neuen Studie zufolge sofort massiv in emissionsarme Technologien investieren.",Union
"Er wies zudem daraufhin, dass die Ampelkoalition ihr angekündigtes Klimaschutzsofortprogramm bislang schuldig geblieben sei.",Ampelkoalition
"Er wies zudem daraufhin, dass die Ampelkoalition ihr angekündigtes Klimaschutzsofortprogramm bislang schuldig geblieben sei.",Ampel
Zum Amtsantritt Lulas am Neujahrstag  reisten auch Bundespräsident Frank-Walter Steinmeier und Umweltministerin Steffi Lemke (Grüne) nach Brasilien. »,Grüne
Zum Amtsantritt Lulas am Neujahrstag  reisten auch Bundespräsident Frank-Walter Steinmeier und Umweltministerin Steffi Lemke (Grüne) nach Brasilien. »,Frank-Walter Steinmeier
Zum Amtsantritt Lulas am Neujahrstag  reisten auch Bundespräsident Frank-Walter Steinmeier und Umweltministerin Steffi Lemke (Grüne) nach Brasilien. »,Steffi Lemke
"Das Regenwaldgebiet, das mit ungefähr sechs Millionen Quadratkilometern deutlich größer ist als die Europäische Union, steht möglicherweise bereits jetzt kurz vor dem Kollaps, der sich, einmal in Gang gesetzt, nicht mehr aufhalten ließe.",Union
"Steffi Lemke (Grüne), Umweltministerin Warum das Amazonasgebiet so wichtig ist?",Grüne
"Steffi Lemke (Grüne), Umweltministerin Warum das Amazonasgebiet so wichtig ist?",Steffi Lemke
"Frank-Walter Steinmeier und Steffi Lemke im Flugzeug nach Brasilien: Die Spitzenpolitiker wollen das Land finanziell beim Schutz des Regenwaldes unterstützen Wird der Wald abgeholzt, schadet das dem Klima doppelt: Kurzfristig wird Kohlenstoff frei, und langfristig wird weniger klimaschädliches Gas aus der Luft absorbiert, weil die Bäume nicht schnell genug nachwachsen.",Frank-Walter Steinmeier
"Frank-Walter Steinmeier und Steffi Lemke im Flugzeug nach Brasilien: Die Spitzenpolitiker wollen das Land finanziell beim Schutz des Regenwaldes unterstützen Wird der Wald abgeholzt, schadet das dem Klima doppelt: Kurzfristig wird Kohlenstoff frei, und langfristig wird weniger klimaschädliches Gas aus der Luft absorbiert, weil die Bäume nicht schnell genug nachwachsen.",Steffi Lemke
Zwar ist Lula in seinen beiden ersten Amtszeiten von 2003 bis 2011 nicht wirklich als Grüner aufgetreten.,Grüne
Rodungen im brasilianischen Regenwald Rafael Vilela / The Washington Post / Getty Images Frank-Walter Steinmeier und Steffi Lemke im Flugzeug nach Brasilien: Die Spitzenpolitiker wollen das Land finanziell beim Schutz des Regenwaldes unterstützen Es ist ein Fehler aufgetreten.,Frank-Walter Steinmeier
Rodungen im brasilianischen Regenwald Rafael Vilela / The Washington Post / Getty Images Frank-Walter Steinmeier und Steffi Lemke im Flugzeug nach Brasilien: Die Spitzenpolitiker wollen das Land finanziell beim Schutz des Regenwaldes unterstützen Es ist ein Fehler aufgetreten.,Steffi Lemke
Ein Absetzer arbeitet im Braunkohletagebau Garzweiler Melden Sie sich an und diskutieren Sie mit  Robert Habeck beim Besuch am Persischen Golf im Mai: Ersatz für die ausbleibenden Gaslieferungen aus Russland Sie können den Artikel leider nicht mehr aufrufen.,Robert Habeck
Robert Habeck beim Besuch am Persischen Golf im Mai: Ersatz für die ausbleibenden Gaslieferungen aus Russland Melden Sie sich an und diskutieren Sie mit  Dealabschluss zwischen Katar und ConocoPhillips Sie können den Artikel leider nicht mehr aufrufen.,Robert Habeck
Olaf Scholz in Ägypten: Realpolitiker.,Olaf Scholz
Warum sich in Afrika auch unsere Zukunft entscheidet: Grüne Energie – oder fossiles Eldorado?,Grüne
"Es müssten »ehrgeizige Entscheidungen« dazu fallen, sagte Sall, der auch der Afrikanischen Union vorsitzt.",Union
Bundeskanzler Olaf Scholz hat auf der Weltklimakonferenz am Dienstag für seine Idee eines globalen Klimaclubs von Ländern mit ehrgeizigen Zielen bei der Bekämpfung der Erderwärmung geworben.,Olaf Scholz
Schon im Vorfeld pochten etwa einige Energieminister der Afrikanischen Union für das Recht auf die Förderung fossiler Rohstoffe.,Union
"Thierno Seydou Ly, Generaldirektor von Petrosen, plant schon die nächste Gasförderung Bundeskanzler Olaf Scholz war im Mai im Senegal, es war ein bemerkenswerter Besuch, eine »Zeitenwende« auch in der deutschen Energiepolitik, wie Scholz bei der anschließenden Pressekonferenz selbst bemerkte: Es sei sinnvoll, eine Kooperation bei der Gasförderung »intensiv zu verfolgen«.",Olaf Scholz
"Olaf Scholz im Mai zu Besuch bei Senegals Präsident Macky Sall Dabei haben die europäischen Regierungen noch im vergangenen Jahr auf dem afrikanischen Kontinent erneuerbare Energien gepredigt, mit ernster Stimme vor dem Abbau von Öl und Gas gewarnt.",Olaf Scholz
"Karl von Klitzing, Landesdirektor der deutschen Kreditanstalt für Wiederaufbau (KfW), hat Zeitungsartikel mitgebracht, sie zeigen Bundeskanzler Olaf Scholz beim Staatsbesuch im Senegal: Scholz zwischen den Solarpaneelen der größten staatlichen Fotovoltaikanlage des Senegal, finanziert von der KfW mit Mitteln des deutschen Entwicklungsministeriums.",Olaf Scholz
"Das Karmol LNGT Powership soll bald zwei schwimmende Kraftwerke in Dakar mit Erdgas versorgen Eine Piroge wird zu Wasser gelassen – die Fischerei bestimmt das Leben in Saint Louis Moustapha Dieng ist Vorsitzender der Fischervereinigung, er fordert eine Entschädigung vom Gaskonsortium Moustapha Dieng ist das Gesicht des Widerstands gegen BP & Co. Am Horizont die Anlagen zur Gasförderung – näher kommen die Fischer mit ihren Pirogen nicht ran, hier beginnt die Sperrzone Thierno Seydou Ly, Generaldirektor von Petrosen, plant schon die nächste Gasförderung Olaf Scholz im Mai zu Besuch bei Senegals Präsident Macky Sall Die Fischer machen die Gasplattform für ihre Ausfälle verantwortlich Fisch oder Gas?",Olaf Scholz
Der Streit hat auch eine kulturelle Komponente Straßenszene in Saint-Louis KfW-Landesdirektor Karl von Klitzing mit Ahmed Gueye vom senegalesischen Stromversorger Senelec Melden Sie sich an und diskutieren Sie mit  Emmanuel Macron (links) und Olaf Scholz in Scharm al-Scheich Ludovic Marin / AP Zum 27. Mal trifft sich die Weltgemeinschaft zur alljährlichen Klimakonferenz.,Olaf Scholz
"Am Montag und Dienstag halten mehr als 100 Staats- und Regierungschefs Eröffnungsreden, auch Bundeskanzler Olaf Scholz wird erwartet.",Olaf Scholz
Bundeskanzler Olaf Scholz hat eine Verdoppelung der deutschen Mittel für den weltweiten Schutz der Wälder von einer auf zwei Milliarden Euro zugesagt und vor einer Renaissance fossiler Energien gewarnt.,Olaf Scholz
18.04 Uhr: Bundeskanzler Olaf Scholz (SPD) hat eine Verdoppelung der deutschen Mittel für den weltweiten Schutz der Wälder von einer auf zwei Milliarden Euro zugesagt.,SPD
18.04 Uhr: Bundeskanzler Olaf Scholz (SPD) hat eine Verdoppelung der deutschen Mittel für den weltweiten Schutz der Wälder von einer auf zwei Milliarden Euro zugesagt.,Olaf Scholz
"Eine mit Kenia entwickelte Wetterplattform hilft Bauern etwa, Klimabedrohungen besser vorherzusehen.",Kenia
Emmanuel Macron (links) und Olaf Scholz in Scharm al-Scheich Ludovic Marin / AP Es ist ein Fehler aufgetreten.,Olaf Scholz
"Der bei AfD-Anhängern beliebten These, die Energiewende sei schuld an Energieknappheit und hohen Preisen, erteilt IEA-Chef Fatih Birol eine klare Absage: »Das ist einfach unwahr.«",AfD
"Das Emissionsziel für 2021 ist verfehlt, stillgelegte Kohlekraftwerke gehen wegen der Energiekrise wieder ans Netz und die FDP drängt darauf, dass nicht mehr jeder Sektor feste Klimaziele erfüllen muss .",FDP
"Gefragt, welches Minimalziel die Bundesregierung bei der Weltklimakonferenz erwartet, antwortete die Grünen-Politikerin: »Dass sie stattfindet.«",Grüne
"45/2022 Rette sich, wer kann Das 1,5-Grad-Ziel wird verfehlt - wie Deutschland sich jetzt wappnet Melden Sie sich an und diskutieren Sie mit  Fluten in Kenia [M] DER SPIEGEL; Foto: James Wakibia / ZUMA Wire / IMAGO Sie können den Artikel leider nicht mehr aufrufen.",Kenia
"Ihr Kurt Stukenberg,Ressortleiter Wissenschaft Habeck, Scholz, Lindner: Je nach Rechnung liegen SPD, Grüne und FDP gerade bei mehreren Dutzend Vorhaben miteinander im Clinch Melden Sie sich an und diskutieren Sie mit  Windräder in Bayern (Wildpoldsried im Allgäu): »Wollen die Zeit nicht ungenutzt verstreichen lassen« Sie können den Artikel leider nicht mehr aufrufen.",SPD
"Ihr Kurt Stukenberg,Ressortleiter Wissenschaft Habeck, Scholz, Lindner: Je nach Rechnung liegen SPD, Grüne und FDP gerade bei mehreren Dutzend Vorhaben miteinander im Clinch Melden Sie sich an und diskutieren Sie mit  Windräder in Bayern (Wildpoldsried im Allgäu): »Wollen die Zeit nicht ungenutzt verstreichen lassen« Sie können den Artikel leider nicht mehr aufrufen.",Grüne
"Ihr Kurt Stukenberg,Ressortleiter Wissenschaft Habeck, Scholz, Lindner: Je nach Rechnung liegen SPD, Grüne und FDP gerade bei mehreren Dutzend Vorhaben miteinander im Clinch Melden Sie sich an und diskutieren Sie mit  Windräder in Bayern (Wildpoldsried im Allgäu): »Wollen die Zeit nicht ungenutzt verstreichen lassen« Sie können den Artikel leider nicht mehr aufrufen.",FDP
Laubwald (in Niedersachsen) Melden Sie sich an und diskutieren Sie mit  Zwei gegen den Planeten: Protest von Klimaaktivisten mit den Konterfeis der FDP-Minister Christian Lindner und Volker Wissing Sie können den Artikel leider nicht mehr aufrufen.,FDP
Laubwald (in Niedersachsen) Melden Sie sich an und diskutieren Sie mit  Zwei gegen den Planeten: Protest von Klimaaktivisten mit den Konterfeis der FDP-Minister Christian Lindner und Volker Wissing Sie können den Artikel leider nicht mehr aufrufen.,Volker Wissing
Laubwald (in Niedersachsen) Melden Sie sich an und diskutieren Sie mit  Zwei gegen den Planeten: Protest von Klimaaktivisten mit den Konterfeis der FDP-Minister Christian Lindner und Volker Wissing Sie können den Artikel leider nicht mehr aufrufen.,Christian Lindner
Zwei gegen den Planeten: Protest von Klimaaktivisten mit den Konterfeis der FDP-Minister Christian Lindner und Volker Wissing Melden Sie sich an und diskutieren Sie mit  Er reißt einfach alles mit – der über die Ufer getretene Fluss Tule in der Kleinstadt Corcoran in Zentralkalifornien.,FDP
Zwei gegen den Planeten: Protest von Klimaaktivisten mit den Konterfeis der FDP-Minister Christian Lindner und Volker Wissing Melden Sie sich an und diskutieren Sie mit  Er reißt einfach alles mit – der über die Ufer getretene Fluss Tule in der Kleinstadt Corcoran in Zentralkalifornien.,Volker Wissing
Zwei gegen den Planeten: Protest von Klimaaktivisten mit den Konterfeis der FDP-Minister Christian Lindner und Volker Wissing Melden Sie sich an und diskutieren Sie mit  Er reißt einfach alles mit – der über die Ufer getretene Fluss Tule in der Kleinstadt Corcoran in Zentralkalifornien.,Christian Lindner
"EDF-Chef-Rémont, Finanzminister Bruno Le Maire vor dem AKW in Penly: »Wir waren recht nah an einem Leck« 12/2023 Das Schul-Fiasko Wie Deutschland den Kindern die Zukunft verbaut Melden Sie sich an und diskutieren Sie mit  Mehr fördern, weniger fordern: Ministerpräsidentin Manuela Schwesig Mecklenburg-Vorpommerns Ministerpräsidentin Manuela Schwesig (SPD) hat die Pläne von Wirtschaftsminister Robert Habeck (Grüne) für ein Verbot neuer Öl- und Gasheizungen ab 2024 kritisiert. »",SPD
"EDF-Chef-Rémont, Finanzminister Bruno Le Maire vor dem AKW in Penly: »Wir waren recht nah an einem Leck« 12/2023 Das Schul-Fiasko Wie Deutschland den Kindern die Zukunft verbaut Melden Sie sich an und diskutieren Sie mit  Mehr fördern, weniger fordern: Ministerpräsidentin Manuela Schwesig Mecklenburg-Vorpommerns Ministerpräsidentin Manuela Schwesig (SPD) hat die Pläne von Wirtschaftsminister Robert Habeck (Grüne) für ein Verbot neuer Öl- und Gasheizungen ab 2024 kritisiert. »",Grüne
"EDF-Chef-Rémont, Finanzminister Bruno Le Maire vor dem AKW in Penly: »Wir waren recht nah an einem Leck« 12/2023 Das Schul-Fiasko Wie Deutschland den Kindern die Zukunft verbaut Melden Sie sich an und diskutieren Sie mit  Mehr fördern, weniger fordern: Ministerpräsidentin Manuela Schwesig Mecklenburg-Vorpommerns Ministerpräsidentin Manuela Schwesig (SPD) hat die Pläne von Wirtschaftsminister Robert Habeck (Grüne) für ein Verbot neuer Öl- und Gasheizungen ab 2024 kritisiert. »",Robert Habeck
"EDF-Chef-Rémont, Finanzminister Bruno Le Maire vor dem AKW in Penly: »Wir waren recht nah an einem Leck« 12/2023 Das Schul-Fiasko Wie Deutschland den Kindern die Zukunft verbaut Melden Sie sich an und diskutieren Sie mit  Mehr fördern, weniger fordern: Ministerpräsidentin Manuela Schwesig Mecklenburg-Vorpommerns Ministerpräsidentin Manuela Schwesig (SPD) hat die Pläne von Wirtschaftsminister Robert Habeck (Grüne) für ein Verbot neuer Öl- und Gasheizungen ab 2024 kritisiert. »",Manuela Schwesig
"Mehr fördern, weniger fordern: Ministerpräsidentin Manuela Schwesig Melden Sie sich an und diskutieren Sie mit  SPD-Politiker Kutschaty am Abend der Landtagswahl im Mai 2022: Er hatte auf den Kanzlerbonus gesetzt Sie können den Artikel leider nicht mehr aufrufen.",SPD
"Mehr fördern, weniger fordern: Ministerpräsidentin Manuela Schwesig Melden Sie sich an und diskutieren Sie mit  SPD-Politiker Kutschaty am Abend der Landtagswahl im Mai 2022: Er hatte auf den Kanzlerbonus gesetzt Sie können den Artikel leider nicht mehr aufrufen.",Manuela Schwesig
SPD-Politiker Kutschaty am Abend der Landtagswahl im Mai 2022: Er hatte auf den Kanzlerbonus gesetzt Melden Sie sich an und diskutieren Sie mit  CDU-Parteichef Friedrich Merz am 17. März in Berlin Sie können den Artikel leider nicht mehr aufrufen.,SPD
SPD-Politiker Kutschaty am Abend der Landtagswahl im Mai 2022: Er hatte auf den Kanzlerbonus gesetzt Melden Sie sich an und diskutieren Sie mit  CDU-Parteichef Friedrich Merz am 17. März in Berlin Sie können den Artikel leider nicht mehr aufrufen.,Friedrich Merz
SPD-Politiker Kutschaty am Abend der Landtagswahl im Mai 2022: Er hatte auf den Kanzlerbonus gesetzt Melden Sie sich an und diskutieren Sie mit  CDU-Parteichef Friedrich Merz am 17. März in Berlin Sie können den Artikel leider nicht mehr aufrufen.,CDU
"Juli-Chefin Franziska Brandmann: »Trauriger Höhepunkt« Melden Sie sich an und diskutieren Sie mit  Ilia Yefimovich / dpa »Befreundet, aber unabhängige Parteien« – so bezeichnet Friedrich Merz die Beziehung zwischen CDU und CSU.",Friedrich Merz
"Juli-Chefin Franziska Brandmann: »Trauriger Höhepunkt« Melden Sie sich an und diskutieren Sie mit  Ilia Yefimovich / dpa »Befreundet, aber unabhängige Parteien« – so bezeichnet Friedrich Merz die Beziehung zwischen CDU und CSU.",CDU
"Juli-Chefin Franziska Brandmann: »Trauriger Höhepunkt« Melden Sie sich an und diskutieren Sie mit  Ilia Yefimovich / dpa »Befreundet, aber unabhängige Parteien« – so bezeichnet Friedrich Merz die Beziehung zwischen CDU und CSU.",CSU
"Ilia Yefimovich / dpa Melden Sie sich an und diskutieren Sie mit  Koalitionspartner: Christian Lindner, Robert Habeck und Olaf Scholz im Juni in Berlin Die FDP will SPD und Grünen beim »kalten Entzug« helfen: Vor dem Treffen der Koalitionsspitzen am Sonntag hat FDP-Vizefraktionschef Christoph Meyer von den Koalitionspartnern mit drastischen Worten mehr Ausgabendisziplin gefordert. »",SPD
"Ilia Yefimovich / dpa Melden Sie sich an und diskutieren Sie mit  Koalitionspartner: Christian Lindner, Robert Habeck und Olaf Scholz im Juni in Berlin Die FDP will SPD und Grünen beim »kalten Entzug« helfen: Vor dem Treffen der Koalitionsspitzen am Sonntag hat FDP-Vizefraktionschef Christoph Meyer von den Koalitionspartnern mit drastischen Worten mehr Ausgabendisziplin gefordert. »",Grüne
"Ilia Yefimovich / dpa Melden Sie sich an und diskutieren Sie mit  Koalitionspartner: Christian Lindner, Robert Habeck und Olaf Scholz im Juni in Berlin Die FDP will SPD und Grünen beim »kalten Entzug« helfen: Vor dem Treffen der Koalitionsspitzen am Sonntag hat FDP-Vizefraktionschef Christoph Meyer von den Koalitionspartnern mit drastischen Worten mehr Ausgabendisziplin gefordert. »",FDP
"Ilia Yefimovich / dpa Melden Sie sich an und diskutieren Sie mit  Koalitionspartner: Christian Lindner, Robert Habeck und Olaf Scholz im Juni in Berlin Die FDP will SPD und Grünen beim »kalten Entzug« helfen: Vor dem Treffen der Koalitionsspitzen am Sonntag hat FDP-Vizefraktionschef Christoph Meyer von den Koalitionspartnern mit drastischen Worten mehr Ausgabendisziplin gefordert. »",Olaf Scholz
"Ilia Yefimovich / dpa Melden Sie sich an und diskutieren Sie mit  Koalitionspartner: Christian Lindner, Robert Habeck und Olaf Scholz im Juni in Berlin Die FDP will SPD und Grünen beim »kalten Entzug« helfen: Vor dem Treffen der Koalitionsspitzen am Sonntag hat FDP-Vizefraktionschef Christoph Meyer von den Koalitionspartnern mit drastischen Worten mehr Ausgabendisziplin gefordert. »",Christian Lindner
"Ilia Yefimovich / dpa Melden Sie sich an und diskutieren Sie mit  Koalitionspartner: Christian Lindner, Robert Habeck und Olaf Scholz im Juni in Berlin Die FDP will SPD und Grünen beim »kalten Entzug« helfen: Vor dem Treffen der Koalitionsspitzen am Sonntag hat FDP-Vizefraktionschef Christoph Meyer von den Koalitionspartnern mit drastischen Worten mehr Ausgabendisziplin gefordert. »",Robert Habeck
