Sentence,Entity
"Das wird man der AfD nicht nachweisen können, aber vielleicht ist das ja bei Parteiener an Stiftung ein bisschen einfacher für die Demokratie sich ""werhafte"" zu zeigen.",AfD
"Und dafür ist die AfD wie darum natürlich ein spannender Fall, denn die Partei ist immerhin ein bundesweiter Verdachtsfall für Rechtsextremismus.",AfD
"Gliederungen der AfD und auch einzelne funktionäre sind sogar, oder wenn jedenfalls vom Verfassungsschutz als gesichert extrem eingestuft, oder können wir argumentieren, ja, wir können die Partei selbst nicht verbieten, dafür reichen die Belege nicht, aber vielleicht reichen ja die Belege, um einer dieser Partei nahe stehenden Stiftung Steuergelder vorzuhenthalten.",AfD
"Dann wäre die AfD raus, zum Beispiel deswegen, oder die AfD nahe Stiftung muss man sagen.",AfD
"Dann wäre die AfD nahe Stiftung raus, weil sie die Menschen würde von geflüchteten Menschen nicht ohne Vorbehaltung akzeptiert.",AfD
"Also es ist völlig offensichtlich, dass die AfD in ihrer gesamten politischen Arbeit refugees als Menschen zweiter Klasse behebt.",AfD
"Aber es geht ja um viele, viele Millionen Euro, die die Parteiener Stiftung der AfD mutmaßlich nutzen würde, um halt ihre Klientel und diese neu rechten Strukturen aufzubauen und zu finanzieren.",AfD
"Und berichten dort vom Kamback der SPD, denn das Saarland hat am vergangenen Sonntag einen neuen Landtag gewählt.",SPD
"Trotzdem hat diese Wahl auch eine große bundespolitische Bedeutung, denn sie ist die erste Landtagswahl seit Olaf Scholz Bundeskanzler wurde.",Olaf Scholz
"Und sie ist zugleich die erste, seit die CDU friedig März zum neuen Partei-Scher-Felte.",CDU
"Weil nämlich die SPD satte 43,5 Prozent der abgegene Stimmen bekommen hat, ein Plus von fast 14 Prozentpunkten.",SPD
"Die CDU dagegen stürzt ab auf 28,5 Prozent minus 12 Prozentpunkte.",CDU
"Ja, schlechtes Ergebnis Appropos hat auch die FDP eingefahren.",FDP
Das gilt jedenfalls stand heute auch für die Grünen.,Grüne
"Die Grünen haben nämlich 4,99502 Prozent der Stimmen errungen.",Grüne
"Die Grünen haben nämlich 4,99502 Prozent der Stimmen errungen.",Die Grünen
"Nun hoffen die Grünen noch auf eine Nachzählung, aber jedenfalls stand heute gab es da noch nicht die Sensation, dass sie doch im Landtag drin sind.",Grüne
"Drinnen allerdings ist die AfD. Die AfD hat nämlich 5,7 Prozent bekommen.",AfD
"Ja, so klarer Wahnsinnigerin ist auf jeden Fall die SPD spitzen kann die Daten in Anke Rehlinger.",SPD
"Ja, so klarer Wahnsinnigerin ist auf jeden Fall die SPD spitzen kann die Daten in Anke Rehlinger.",Anke Rehlinger
"Die war bisher viel zu Regierungschefin, wo die SPD ja Junior Partnerin war in einer Koalition mit der CDU.",CDU
"Die war bisher viel zu Regierungschefin, wo die SPD ja Junior Partnerin war in einer Koalition mit der CDU.",SPD
Anke Rehlinger hat sich jetzt noch nicht indkühltig auf eine Alleinregierung der SPD festgelegt.,SPD
Anke Rehlinger hat sich jetzt noch nicht indkühltig auf eine Alleinregierung der SPD festgelegt.,Anke Rehlinger
"Ja, was natürlich nur mit der Union geht, mit der AfD wird sie sicherlich nicht koalieren wollen.",Union
"Ja, was natürlich nur mit der Union geht, mit der AfD wird sie sicherlich nicht koalieren wollen.",AfD
"Auf der anderen Seite muss man sagen, wenn es natürlich letztlich geht, ja, das die SPD alleine regiert.",SPD
"Und dann wird Anke Rehlinger das sehr wahrscheinlich schon machen, nicht zuletzt deswegen, weil man natürlich Ministerinnen posten, nicht freiwillig an die CDU abgibt.",CDU
"Und dann wird Anke Rehlinger das sehr wahrscheinlich schon machen, nicht zuletzt deswegen, weil man natürlich Ministerinnen posten, nicht freiwillig an die CDU abgibt.",Anke Rehlinger
"Die vorsichtige Formulierung, ja, erst mal sondieren dürfte vor allem daran liegen, dass eben die absolute Mehrheit für die SPD noch nicht 150% sicher ist denn.",SPD
"Die SPD hat die absolute Mehrheit ja nur, wenn es so bleibt und die Grünen tatsächlich nicht in den Landtag kommen, wenn es so bleiben sollte allerdings, dann hätte die SPD 29 von insgesamt 51 Mandaten.",SPD
"Die SPD hat die absolute Mehrheit ja nur, wenn es so bleibt und die Grünen tatsächlich nicht in den Landtag kommen, wenn es so bleiben sollte allerdings, dann hätte die SPD 29 von insgesamt 51 Mandaten.",Grüne
"Ja, denn den Grünen fehlen, wir haben es gesagt, nur etwas mehr als 20 Stimmen.",Grüne
"Wie viel Stimmen denn nun genau den Grünen wirklich noch fehlen, um über diese 5% Hörde rüberzukommen?",Grüne
"Und der Hintergrund dürfte, glaube ich, damit zusammenhängen, dass der Landesverband der Grünen im Saarland, der hier auch in der Lage schon mal eine unruhmliche Rolle gespielt hat, völlig gespalten ist.",Grüne
"Da gibt es zum einen Herbert Ulrich und seine Truppe aus Salui, ein jahrzehnte langer Stripenzier bei den Saargrünen wird von manchen Grünen wo gemerkt.",Grüne
"Manchmal ist sogar die Rede von Menschen, die Grünen mitteliger waren, ohne es überhaupt jemals gewusst zu haben.",Grüne
Durch Auskernthema der Grünen und hinter Bund.sah stehen teils alte Polithaut-Degen aus diesem grünen Umfeld.,Grüne
"Bund.sah hat zwar nur 6000 Stimmen gewinnen können jetzt bei der Landtagswahl, aber den Grünen hätten diese Wähler und Wählerin definitiv gereicht.",Grüne
"Und wenn Bund.sah an nicht angetreten wäre, dann wären die Grünen jetzt mit an Sicherheitgrenzen der Wahrscheinlichkeit im saländischen Landtag auch vertreten.",Grüne
"Also muss man sehen, die Grünen müssen jetzt erstmal ihren Laden aufräumen.",Grüne
"Also ich würde mal davon ausgehen, dass er bei der Neuaufstellung der Grünen im Saarland.",Grüne
Die Grünen sind jetzt eben einfach nicht mehr im Landtag vertreten.,Grüne
Die Grünen sind jetzt eben einfach nicht mehr im Landtag vertreten.,Die Grünen
"Die anderen von Union, über Grünen, bis linke haben, bisher nämlich nur männliche Regierungschefs in den Bundesländern.",Union
"Die anderen von Union, über Grünen, bis linke haben, bisher nämlich nur männliche Regierungschefs in den Bundesländern.",Grüne
"Und zugleich gibt es natürlich auch eine bundespolitische Komponente, denn Bundeskanzler oder Scholz kann diesen hohen Sieg für die SPD als ein ersten positiven Stimmungs-Test für seine Partei werden.",SPD
Auf der anderen Seite ist dieses Wahl ergebens eine mega Klatsche für den bisherigen Ministerpräsidenten Tobias Hans von der CDU.,CDU
"Und konsequenterweise kündigte Tobias Hansen nach diesem Desa-Strösen Ergebnis an, auch den Vorsitz der Landes CDU niederzulegen.",CDU
"Aber stichwort ""Bundespolitik"" zugleich ist dieses Wahlergebnis natürlich auch eine Pleinte für den neuen CDU-Schäft Friedrich Merz.",CDU
"Aber stichwort ""Bundespolitik"" zugleich ist dieses Wahlergebnis natürlich auch eine Pleinte für den neuen CDU-Schäft Friedrich Merz.",Friedrich Merz
"So viel glaube ich kann man auch mal sagen, könnte auch da zusammen, dass die CDU halt ihre Rolle in der Opposition nach 16 Jahren an der Regierung auch erst mal finden muss.",CDU
Wir machen hier eine mühse Aufbauarbeit der CDU Deutschlands.,CDU
"Das muss man auch sagen, er kritisierte es, gebe derzeit keine CDU-Landesvorsitzender und nur eine Landtags-Fraktionscheffeln.",CDU
Das sind auch ein bisschen neue Töne aus dem Mund von Friedrich Merz.,Friedrich Merz
Da sind es jetzt drei neue Stimmen für die Ampelkoalition.,Ampel
Da sind es jetzt drei neue Stimmen für die Ampelkoalition.,Ampelkoalition
Und da kann sich die Ampel jetzt immerhin auf drei neue Stimmen aus dem Saarland freuen.,Ampel
"Wird auch ein Parlament gewählt, dort müssen sich zwei CDU-Ministerpräsidenten verteidigen.",CDU
"Da gibt es nämlich in NRW Hendrik Wüste, der überraschend Amin Laschet nachgefolkt war und in Schüßchurchschen ist Daniel Günter, der damit den Grünen regiert.",Grüne
"Und im Oktober Laspartnerd ließt, finden dann noch mal Landtagswahlen in Niedersachsen statt in der Nuffa ist die CDU ja bis lang nur Juniorpartner in einer großen Koalition.",CDU
Also da gibt es noch viele Stationen auf dem Marathonlauf von Friedrich Merz.,Friedrich Merz
"Wie gesagt, über die moralischen Probleme hatten wir eben schon gesprochen, aber es ist angesichts der Haltung insbesondere von Bundeskanzer Olaf Scholz, aber auch von Wirtschaftsminister Habeg in diesen Punkten sehr unwahrscheinlich, dass das in näherer Zukunft eintritt, aber deutlich unkalkulierbarer und auch in letzter Hinsicht wahrscheinlicher ist das Szenario, das Russland, Deutschland oder generell Westeuropa den Han zu drehen könnte.",Olaf Scholz
"Ja und Bundeskanzler Olaf Scholz dürfte die düstere Prognose des EMK in die Hände spielen, denn bei Anne Will jedenfalls in der Torchschau war er zu Gast am Sonntag und dort wischte er die anderen vergleichsweise moderaten Studien doch in sehr deutlichen Worten.",Olaf Scholz
"Bei Seite man muss schon fast sagen, für Olaf Scholz Verhältnisse war das so eine Art Wut ausbrochen.",Olaf Scholz
"Also für Olaf Scholz sind das doch relativ deutliche Worte, oder was lernen wir denn jetzt aus diesem Streit der Ökonomen?",Olaf Scholz
Und das ist ja letztlich auch das Argument von Olaf Scholz.,Olaf Scholz
"Keine gar nicht, insbesondere die FDP will das nicht.",FDP
"Denkt man, bis man Reinhard Huben hört, der hat sich nämlich im Deutschlandfunker äußert, der ist Wirtschaftspolitischer, sprechen der FDP-Fraktion und auf die Frage des Moderators, ob das nicht sinnvoll sei, sagte Herr Huben.",FDP
"Denkt man, bis man Reinhard Huben hört, der hat sich nämlich im Deutschlandfunker äußert, der ist Wirtschaftspolitischer, sprechen der FDP-Fraktion und auf die Frage des Moderators, ob das nicht sinnvoll sei, sagte Herr Huben.",FDP-Fraktion
"Also, es ist schon skurril, aber es gibt da, es gibt es wirklich interessant, es gibt in der FDP-Bunistersfraktion wirklich Leute, die so richtig harte Autofitteschisten sind, um das nochmal in aller Härte zu sagen.",FDP
"Also, ich habe jetzt überhaupt nichts gegen Autofahren, aber wie soll ich sagen, das Maß an Autofanatismus, das einem da begegnet, also zum Beispiel, Twitter hatte jetzt einen FDP-Bundisters-Abgeordnete, irgendwie ein Screenshot aus der Bahnapp, wo Witterungsbedingte wegen irgendwelche ... Ich weiß nicht mehr, ich kann noch nie mehr Schnee treiben, oder so, jedenfalls eben ein Zug ausfällt und dann meinte er nur, also er freut sich schon, wenn er mit Tempo 200 über die Autobahn Brettern kann und nicht mehr auf diese blöde Bahn angewiesen ist, sind gemäß, ne?",FDP
"Philip, das ist in der Sache der Tankrabat, den Christian Lindner der Bundesfinanzminister und längst vorgeschlagen, hatte nur jetzt eben umgesetzt als eine Steuersenkung auf die Mineral-Ölsteuer und nicht als Prämie an die Mineral-Öl-Händler.",Christian Lindner
Der soll nämlich nach dem Vorschlag in diesem Ampelpaket billiger werden.,Ampel
"Wohl jedenfalls, denn wenigstens mal hat sich die Ampel darauf festgelegt, jetzt einen Weg zu entwickeln, wie das Geld zu den Leuten kommen soll.",Ampel
"Denn wenn er der Meinung ist, dass Beschränkungen nötig sind, dann kann er eigentlich diesem Recht, ja, man könnte formulieren extrem, aber mindestens sehr weit gehen, den Vorschlag der FDP eben nicht zustimmen.",FDP
"Denn auf die FDP geht das jetzt ja hier zurück, dass die Maßnahmen bundesweit zumindest fast komplett enden und auslaufen.",FDP
Es gibt da einen offenen Konflikt in der Ampel und der wurde nur mühsam kessiert durch das neue Infektionsschutzgesetz.,Ampel
"Auf der anderen Seite, also die FDP wird in diesen Tagen extrem hart kritisiert für ihre Position.",FDP
"Aber auf der anderen Seite muss man sagen, wenn die FDP auch einen Punkt hat bei schweren Grundrechts Eingriffen auf der anderen Seite sind natürlich Maskenpflichten gerade keine schweren Eingriffe.",FDP
Sofern ja die Kritik an der FDP geht viel zu weit.,FDP
"Also gerade so, als jeder Mensch jetzt an Corona verstirbt, unmittelbar von Marco Buschmann zu verantworten.",Marco Buschmann
"Aber bei der Opposition gegen Maskenpflichten denke ich, da hat sich die FDP einfach verrandt.",FDP
"Aber gut, und da hat sich die FDP verrandt und hat sich da inso eine, wie ich finde, sehr peinliche Symboldiskussion um das Tragen von Masken, verstrickt.",FDP
Unter dessen ist Bundeskanzler Olaf Scholz heute in der Ukraine.,Olaf Scholz
"Aber sie sind jetzt da angekommen und man muss sagen, endlich ist auch Olaf Scholz mal in der Ukraine angekommen.",Olaf Scholz
"Aber gut, das ist eben irgendwie typisch für Olaf Scholz.",Olaf Scholz
"Um, zum Beispiel die Frage, ob die Ukraine nun den Kandidaten Status für die Aufnahme in die europäische Union bekommen wird.",Union
Also quasi die Gesamtheit der Rechtsnormen der europäischen Union.,Union
"Und dann darf man halt auch nicht vergessen, dass mit einer Vollmitteltschaft in die europäische Union auch unter anderem eine militärische Beistanzverpflichtung einhergehen würde, die sogar noch weiter reicht als in der NATO.",Union
Aber ein ähnliche Konstruktion gibt es auch im rechte Europäischen Union.,Union
"Und wir bekamen dann auch noch einen Hinweis auf ein Interview, mit der immer noch Verteidigungsministerin, nämlich Christine Lambrecht von der SPD.",SPD
"Und wir bekamen dann auch noch einen Hinweis auf ein Interview, mit der immer noch Verteidigungsministerin, nämlich Christine Lambrecht von der SPD.",Christine Lambrecht
"Das Olaf Scholz und noch andere SPD-Leute, nicht von einem Sieg der Ukraine sprechen.",SPD
"Das Olaf Scholz und noch andere SPD-Leute, nicht von einem Sieg der Ukraine sprechen.",Olaf Scholz
"Wieso bekommen SPD-Politikerinnen und Politiker das Wort gewinnn, nicht über die Lippen?",SPD
"Das heißt, dass die SPD-Politik ist höchstoffiziell die Verteidungsministerin.",SPD
"Also über die Übergewinsteuer, die hat dann schon gesprochen, die wird es wahrscheinlich nicht geben, weil die FDP einfach dagegen ist.",FDP
"Das war ihr Argument, deswegen könnte man das trotzdem machen, sie würde nicht kommen, glaube ich, weil die FDP dagegen ist.",FDP
"Und im dritten Wahlgang stellte sich dann überraschend ein FDP-Man zur Wahl, nämlich Thomas Camerich.",FDP
"Aber diese meisten Stimmen kamen von der FDP natürlich, von der Union, aber eben auch von der AfD, ohne sich Thomas Camerich diese Mehrheit wohl nicht bekommen hätte.",FDP
"Aber diese meisten Stimmen kamen von der FDP natürlich, von der Union, aber eben auch von der AfD, ohne sich Thomas Camerich diese Mehrheit wohl nicht bekommen hätte.",Union
"Aber diese meisten Stimmen kamen von der FDP natürlich, von der Union, aber eben auch von der AfD, ohne sich Thomas Camerich diese Mehrheit wohl nicht bekommen hätte.",AfD
"Dadurch, dass eben ein FDP-Lasich mit AfD stimmen dort zur Ministerpräsidenten Wellenlis und Kritik daran gab es eben auch von Angela Merkel.",FDP
"Dadurch, dass eben ein FDP-Lasich mit AfD stimmen dort zur Ministerpräsidenten Wellenlis und Kritik daran gab es eben auch von Angela Merkel.",AfD
"Die Wahl dieses Ministerpräsidenten war ein einzigartiger Vorgang, der mit einer Grundüberzeugung gebrochen hat für die CDU und auch für mich, nämlich dass keine Mehrheiten mit Hilfe der AfD gewonnen werden sollen.",CDU
"Die Wahl dieses Ministerpräsidenten war ein einzigartiger Vorgang, der mit einer Grundüberzeugung gebrochen hat für die CDU und auch für mich, nämlich dass keine Mehrheiten mit Hilfe der AfD gewonnen werden sollen.",AfD
"Zumindest gilt für die CDU, dass die CDU sich nicht an einer Regierung unter dem gewählten Ministerpräsidenten beteiligen darf.",CDU
"Es war ein schlechter Tag für die Demokratie, es war ein Tag, der mit den Werten und Überzeugungen der CDU gebrochen hat.",CDU
"Und das muss jetzt alles getan werden, damit deutlich wird, dass dies in keiner Weise, mit dem, was die CDU denkt und tut in Beinstellung gebracht werden kann, darin wird in den nächsten Tagen zu arbeiten sein.",CDU
"Ich habe mal dieses letztes auch noch mal dran gelassen, weil es da halt um die CDU geht, um die CDU geht, um die CDU geht.",CDU
Und die AfD hat gegen diese Äußerungen von Angela Merkel und gegen die Veröffentlichung auf der Website geklagt.,AfD
"Also, Bundeskanzlerin Dr. Merkel hat mit der getätigten Äußerung in amtlicher Funktion die AfD negativ qualifiziert.",AfD
"Also, sie müssen, ah, die beiden Hüte, die sie unter Umständen aufhaben, die müssen sie trennen in der Kommunikation, in ihrem Auftreten, also Bundeskanzlerin und Vorsitzende CDU.",CDU
"Also, wenn wie Merkel da jetzt zum Beispiel steht in Südafrika und offensichtlich als Bundeskanzlerin redet, hat das natürlich ein anderes Gewicht als wenn sie jetzt als Vorsitzende der CDU-Deutschein spricht, oder vielleicht sogar nur als Abgeordnete des deutschen Parlaments.",CDU
"Ich spreche jetzt zu Ihnen als Vorsitzende der CDU-Deutschein, Doppelpunkt, und hätte genau das selbe gesagt, was sie da gesagt hat.",CDU
"Ich sage jetzt nix dazu, ich mache nachher als CDU-Vorsitzende im Hotel, kleine Statement.",CDU
"Da können Sie dann hinkommen, wenn Sie das Thema weiter interessiert, da redig dann als Vorsitzende CDU-Deutschen, hier mit Herrn Staatspräsidenten von Südafrika, richtig als Bundeskanzlerin.",CDU
"Und um mir geht es halt auch nicht, das Bundeskanzleramt kann Werbung machen für einen Aktionprogramm der Bundesregierung oder der Bundeskanzlerin, darf aber keine Werbung machen für die CDU.",CDU
"Ich sag mal AfD ist doof, das muss zurückgenommen werden, das sind für ihre Verhältnisse sehr klar, selbst wenn es wäre es trotzdem auch in den Medien nicht so differenziert worden.",AfD
"Die CDU-Bundesvorsitzende sagt, sondern die Kanzlerin hat gesagt, das muss zurückgenommen werden.",CDU
"Auf der anderen Seite würde es ja reichen, wenn ein CDU-Minister im Wahlkampf ständig sagen würde, ich bin hier kein Minister, ich bin Bundestagsabgeordneter und so redig hier und kann auf dem Putzhauen.",CDU
"Und die Grenze wäre dann ja, ich bin Minister, ja, ich bin CDU-Abgeordneter.",CDU
"Diese Vorrat sich der Bundespräsident auch mal wieder zu Wort gemeldet, Frank-Walter Steinmeier.",Frank-Walter Steinmeier
"Also die Union, wenn die Idee gut, aber ich glaube, die Debatte ist schon wieder beendet, bevor sie richtig geworfen begonnen.",Union
"Ja, und zwar einfach deswegen, weil es aus der Ampel so gut, wie keine wirklich vernehmenswerten Stimmen gibt, die diesen Vorschlag unterstützen.",Ampel
"Die Ampel hat sich das ja auch in Koalitionsvertrag geschrieben, ja, wir haben gesagt, wir wollen die Plätze bei den freibeligen Diensten nach Frage gerecht ausbauen, das Taschengelderhöhnen, gute Idee, Teilzeitmöglichkeiten verbessern, bisher sind diese ganzen Dinge vollzeit, also du machst das und nichts anderes.",Ampel
Unser erstes Thema in dieser Woche ist natürlich der Koalitionsvertrag der Ampel.,Ampel
"Es geht vom Umgang mit dem Wolf bis hin zu Olaf, womit natürlich nicht Scholz gemeint ist, sondern die europäische Behörde gegen Finanzdelikte zum Nachteil der Europäischen Union.",Union
"Es gibt einfach Bereiche, da merkt man, da geht es jetzt voran die Union, es raus und es ist doch ein spürbarer Modernisierungswille, zumindest zu spür.",Union
"Und dann muss man leider auch sagen, gibt es Bereiche, wo sich heute schon abzeichnet hier tut sich vergleichsweise wenig, ebenso wie in der großen Koalition, mutmaßlich einfach, weil sich die drei Ampelparteien hier überhaupt nicht einig waren.",Ampel
"Und dann muss man leider auch sagen, gibt es Bereiche, wo sich heute schon abzeichnet hier tut sich vergleichsweise wenig, ebenso wie in der großen Koalition, mutmaßlich einfach, weil sich die drei Ampelparteien hier überhaupt nicht einig waren.",Ampelparteien
"Und jetzt die letzten 16 Jahre, die Groko mitbegleitet hat und mitbegleiten musste.",Groko
Also wenn die Ampel das einlöst und dann wäre das ein riesiger Schritt nach vorne.,Ampel
Die Ampel einigt sich auf mehr Vernunft bei Sicherheitsgesetz.,Ampel
"Das Innenministerium ist dafür, die SPD hat zwar ein bisschen Bauchschmerzen, fällt am Ende aber doch um und niemand macht sich wirklich Gedanken, ob diese in der Regel in der Vergangenheit zumindest oft massiven Eingriff in Freiheitsrechte irgendwas bringen.",SPD
"Genau, das haben ja insbesondere Grüne und FDP, aber zum Beispiel auch die Jusos seit vielen Jahren kritisiert, diese Überbordn und Überwachungsgesetz zu viel zu viele Eingriffe in Bürgerinnenrechte und dieser Koalitionsvertrag trägt und einfach die Handschrift derer, die für eine rationale Politik eintreten, eine evidenzbasierte Politik.",FDP
"Genau, das haben ja insbesondere Grüne und FDP, aber zum Beispiel auch die Jusos seit vielen Jahren kritisiert, diese Überbordn und Überwachungsgesetz zu viel zu viele Eingriffe in Bürgerinnenrechte und dieser Koalitionsvertrag trägt und einfach die Handschrift derer, die für eine rationale Politik eintreten, eine evidenzbasierte Politik.",Grüne
"Ja, da heißt es so schön, die Eingriffe des Staates in die bürgerlichen Freiheitsrechte müssen stets gut begründet und in ihrer Gesamtwirkung betrachtet werden und deswegen will die Ampel die Sicherheitsgesetz auf ihre tatsächlichen und rechtlichen Auswirkungen hin evaluieren.",Ampel
"Ja, das war immer so ein Lieblings-Thema der Union, dass man quasi nur noch mit Personalausweis um den Heils im Netz unterwegs sein soll.",Union
"Es gibt also mit dieser Ampel keine Klan namenspflicht, man erkennt an, dass es gute Gründe dafür geben kann, anonym im Netz unterwegs zu sein und generell dieses Thema Staatstrojana wird auch völlig neu angefasst, was ich persönlich natürlich besonders spannend finde, weil wir bei der GFF dagegen inzwischen nicht glaubt, ich weiß nicht, wie viele Verfahren anlaufen haben, sechs sind glaube ich insgesamt.",Ampel
"Und wenn die Ampelkoalition diese Realität endlich anerkennt, was der Union irgendwie in 16 Jahren nicht gelungen ist, dann würde das ja die Tür öffnen zu einer rationalen Politik auch in diesem Bereich.",Union
"Und wenn die Ampelkoalition diese Realität endlich anerkennt, was der Union irgendwie in 16 Jahren nicht gelungen ist, dann würde das ja die Tür öffnen zu einer rationalen Politik auch in diesem Bereich.",Ampel
"Und wenn die Ampelkoalition diese Realität endlich anerkennt, was der Union irgendwie in 16 Jahren nicht gelungen ist, dann würde das ja die Tür öffnen zu einer rationalen Politik auch in diesem Bereich.",Ampelkoalition
Und die Ampel formuliert jetzt nochmal ausdrücklich.,Ampel
"Eine kleinere gab es dann nochmal 1998. Da bin ich aber wirklich sehr gespannt, ob die Ampel diesen Schwung mitbringt, aber wenn ja, dann wäre das alleine schon für ein liberaleres Strafrecht ein großer Schritt nach vorne.",Ampel
"Also das macht, denke ich daher auch Sinn, dass die Ampel diesen gesellschaftlichen Großkonflikt aus den 90er-Jahren nicht wieder aufgemacht hat, sondern sie tut es, was wir übrigens auch in einer ausführlichen Analyse in der Lage im September 2020 mal für den klygeren Weg gehalten haben.",Ampel
"Und wie es beispielsweise soll es endlich eine Möglichkeit für kostenlose Schwangerschaftsabbrüche geben, außerdem will die Ampel sicherstellen, dass es auch tatsächlich Flächen decken, leicht erreichbare Beratungsangebote gibt.",Ampel
"Und alles, was man unterhalb der Schwelle der Abschaffung des Prager von Zwo-18 STGB tun kann, will die Ampel tun.",Ampel
"Gut, dass die Ampel da jetzt nachsteuert und auch ein ganz wichtiger Punkt für die Verteidigungsrechte, die Verteidigung der Beschuldigten soll jetzt mit Beginn der ersten Vernimmung sich hergestellt werden.",Ampel
"Also finde ich auch sehr vernünftig, dass sich hier die Ampel durchgerungen hat, das auch gleich zu regeln.",Ampel
"Insofern auch da scheint sich die Ampel einfach, wie soll ich sagen, an die gesellschaftlichen Realitäten heranzurroben, das war mit der Union ja 10.000 lang nicht möglich.",Union
"Insofern auch da scheint sich die Ampel einfach, wie soll ich sagen, an die gesellschaftlichen Realitäten heranzurroben, das war mit der Union ja 10.000 lang nicht möglich.",Ampel
"Also, wie gesagt, das war auch schon in der GroKo zum Schluss ein bisschen zu hören, aber es ist trotzdem nochmal frischen zu sehen, dass das jetzt auch als Überschrift hier für die Ampel Koalition gelten soll.",Ampel
"Nein, jetzt soll es Richterliche Entscheidung geben, die sagen können, dieser Account wird gesperrt, entweder auf Zeit oder auf Dauer, finde ich großartig, dass die Ampel das aufgenommen hat.",Ampel
"Man muss es einfach nur wollen, man muss sich nur einig sein und da sieht man, es gibt eben einfach viele Bereiche, wo die Ampelparteien große Schnittmengen haben und da haben sie, wie ich finde, ein Bemerkenswertenreform einfach an den Tag gelegt.",Ampel
"Man muss es einfach nur wollen, man muss sich nur einig sein und da sieht man, es gibt eben einfach viele Bereiche, wo die Ampelparteien große Schnittmengen haben und da haben sie, wie ich finde, ein Bemerkenswertenreform einfach an den Tag gelegt.",Ampelparteien
"Das ließ sich wirklich toll, bin natürlich jetzt sehr gespannt, wie sich das umsetzen lässt, aber man sieht zugleich finde ich auch an wie vielen Stellen die Union eigentlich in den letzten 16 Jahren gebremst hat und wie viel Mehltaue sich auch irgendwie über unsere Rechtsordnung gelegt hat, der Koalitionsvertrag verbreitet hier für mich echte Aufbruchstimmung.",Union
"Wir fangen mal mit Klimaan, sicherlich positiv ist, und geselbstverständlich, aber doch positiv ist, dass sich die Ampel dem 1,5 Grad Ziel verschreibt für alle Bereiche der Gesellschaft, auch Außenpolitik.",Ampel
"Ja, aber muss natürlich ehrlich sagen, nicht mal das Wahlprogramm der Grünen hätte ja gereicht, wenn 1,5 Grad Ziel, das steht drin des Ziel, aber die zentrale Frage ist halt immer, will das auch tatsächlich erreicht und da muss man einfach sehen.",Grüne
"Und da ist der Plan tatsächlich ein ganz massive Ausbau der erneuerbaren Energien und schön ist, dass die Ampel da auch von einem relativ realistischen Brutto-Strombedarf ausgeht.",Ampel
"Strom ist die Basisenergie demnächst für alles und deswegen müssen wir das Ausbau und Ausbau und Ausbau und da zumindest sind die Amnition schon mal ziemlich richtungsweise und gehen weit über das hinaus, was die Groko bisher geliefert hat.",Groko
"Von der Idee bis dann so ein Windrad tatsächlich steht und wenn dann noch einer Klark dort noch länger, das heißt also die Verfahren sind häufig die zentrale Bremse und da hat die FDP einfach ein Punkt, die ja auch im Wahlkampf immer gefordert hat, wir wollen verwaltungsverfahren, vereinbarfachen.",FDP
"Da sagt die Ampel, das soll ohne großen Genehmigungsaufwand gehen, was natürlich eine super Idee ist, wenn man an einem Standort ein moderneres Leistungsfähiges Windrad, ich sag mal fast einfach so aufbauen kann.",Ampel
"Es soll ein massiven Ausbau der Photovoltaik geben, da hatte die Groko ja bis kurz verschluss wirklich ein Deckel draufgelegt, da gehen gar nichts mehr, das war dann zu schlussend ein bisschen anders.",Groko
"Und da hat sich die Ampel jetzt doch ergeiziger Ausbauziele gegeben, 200 Gigawatt, Photovoltaik bis 2030. Vor allen Dingen soll das auch aufdechern.",Ampel
"Aber was ist denn jetzt eigentlich mit dieser Prokopfauszahlung geworden, mit dieser Klimapremie, die ja zum Beispiel im grünen Wahlprogramm stand, aber die auch teile der SPD gefordert haben, ist die jetzt irgendwie geregelt worden?",SPD
Also da ist natürlich die Handschrift der FDP ganz deutlich zu lesen.,FDP
"Hatten wir schon gesagt, ist ganz klar ein Plus für die FDP.",FDP
"Und das sind Sachen, da wundere ich mich doch, dass da die Grünen nicht weitergegangen sind.",Grüne
"Das hatten sich ja im Grunde alle Parteien, die jetzt die Ampel bilden, ganz groß auf die Fahnen geschrieben.",Ampel
"Die FDP vielleicht noch am stärksten mit ihren slogans irgendwie, das war jetzt nicht dieser Bundestagswahlkampf, aber ein etwas älterer slogan digital first bedenken second.",FDP
"Und das ist keine Überraschung, die finanzpolitischen Vorstellung von SPD und Grünen auf der einen Seite und der FDP auf der anderen Seite sind einfach fundamental unterschiedlich SPD und Grünen würden eigentlich gerne mehr Geld einnehmen, insbesondere auch durch moderate Steuererhöhung zum Nachteil der besonders wohlhabenden Menschen in Deutschland, die FDP lehnt das strikt ab.",FDP
"Und das ist keine Überraschung, die finanzpolitischen Vorstellung von SPD und Grünen auf der einen Seite und der FDP auf der anderen Seite sind einfach fundamental unterschiedlich SPD und Grünen würden eigentlich gerne mehr Geld einnehmen, insbesondere auch durch moderate Steuererhöhung zum Nachteil der besonders wohlhabenden Menschen in Deutschland, die FDP lehnt das strikt ab.",SPD
