Sentence,Entity,predicted_label
"Verkehrsminister Volker Wissing (FDP) Melden Sie sich an und diskutieren Sie mit  »Es gibt physikalische Grenzen, bei denen auch technische Beschneiung nicht mehr funktioniert.«",FDP,2
"Verkehrsminister Volker Wissing (FDP) Melden Sie sich an und diskutieren Sie mit  »Es gibt physikalische Grenzen, bei denen auch technische Beschneiung nicht mehr funktioniert.«",Volker Wissing,2
"Melden Sie sich an und diskutieren Sie mit  Deutliche Investitionen in klimafreundlichere Strukturen nötig Wenn die Europäische Union die Treibhausgasemissionen bis 2050 wie geplant auf netto Null bringen will, muss sie einer neuen Studie zufolge sofort massiv in emissionsarme Technologien investieren.",Union,2
"Er wies zudem daraufhin, dass die Ampelkoalition ihr angekündigtes Klimaschutzsofortprogramm bislang schuldig geblieben sei.",Ampelkoalition,1
"Er wies zudem daraufhin, dass die Ampelkoalition ihr angekündigtes Klimaschutzsofortprogramm bislang schuldig geblieben sei.",Ampel,1
Zum Amtsantritt Lulas am Neujahrstag  reisten auch Bundespräsident Frank-Walter Steinmeier und Umweltministerin Steffi Lemke (Grüne) nach Brasilien. »,Grüne,2
Zum Amtsantritt Lulas am Neujahrstag  reisten auch Bundespräsident Frank-Walter Steinmeier und Umweltministerin Steffi Lemke (Grüne) nach Brasilien. »,Frank-Walter Steinmeier,2
Zum Amtsantritt Lulas am Neujahrstag  reisten auch Bundespräsident Frank-Walter Steinmeier und Umweltministerin Steffi Lemke (Grüne) nach Brasilien. »,Steffi Lemke,2
"Das Regenwaldgebiet, das mit ungefähr sechs Millionen Quadratkilometern deutlich größer ist als die Europäische Union, steht möglicherweise bereits jetzt kurz vor dem Kollaps, der sich, einmal in Gang gesetzt, nicht mehr aufhalten ließe.",Union,2
"Steffi Lemke (Grüne), Umweltministerin Warum das Amazonasgebiet so wichtig ist?",Grüne,2
"Steffi Lemke (Grüne), Umweltministerin Warum das Amazonasgebiet so wichtig ist?",Steffi Lemke,2
"Frank-Walter Steinmeier und Steffi Lemke im Flugzeug nach Brasilien: Die Spitzenpolitiker wollen das Land finanziell beim Schutz des Regenwaldes unterstützen Wird der Wald abgeholzt, schadet das dem Klima doppelt: Kurzfristig wird Kohlenstoff frei, und langfristig wird weniger klimaschädliches Gas aus der Luft absorbiert, weil die Bäume nicht schnell genug nachwachsen.",Frank-Walter Steinmeier,1
"Frank-Walter Steinmeier und Steffi Lemke im Flugzeug nach Brasilien: Die Spitzenpolitiker wollen das Land finanziell beim Schutz des Regenwaldes unterstützen Wird der Wald abgeholzt, schadet das dem Klima doppelt: Kurzfristig wird Kohlenstoff frei, und langfristig wird weniger klimaschädliches Gas aus der Luft absorbiert, weil die Bäume nicht schnell genug nachwachsen.",Steffi Lemke,1
Zwar ist Lula in seinen beiden ersten Amtszeiten von 2003 bis 2011 nicht wirklich als Grüner aufgetreten.,Grüne,2
Rodungen im brasilianischen Regenwald Rafael Vilela / The Washington Post / Getty Images Frank-Walter Steinmeier und Steffi Lemke im Flugzeug nach Brasilien: Die Spitzenpolitiker wollen das Land finanziell beim Schutz des Regenwaldes unterstützen Es ist ein Fehler aufgetreten.,Frank-Walter Steinmeier,1
Rodungen im brasilianischen Regenwald Rafael Vilela / The Washington Post / Getty Images Frank-Walter Steinmeier und Steffi Lemke im Flugzeug nach Brasilien: Die Spitzenpolitiker wollen das Land finanziell beim Schutz des Regenwaldes unterstützen Es ist ein Fehler aufgetreten.,Steffi Lemke,1
Ein Absetzer arbeitet im Braunkohletagebau Garzweiler Melden Sie sich an und diskutieren Sie mit  Robert Habeck beim Besuch am Persischen Golf im Mai: Ersatz für die ausbleibenden Gaslieferungen aus Russland Sie können den Artikel leider nicht mehr aufrufen.,Robert Habeck,2
Robert Habeck beim Besuch am Persischen Golf im Mai: Ersatz für die ausbleibenden Gaslieferungen aus Russland Melden Sie sich an und diskutieren Sie mit  Dealabschluss zwischen Katar und ConocoPhillips Sie können den Artikel leider nicht mehr aufrufen.,Robert Habeck,2
Olaf Scholz in Ägypten: Realpolitiker.,Olaf Scholz,2
Warum sich in Afrika auch unsere Zukunft entscheidet: Grüne Energie – oder fossiles Eldorado?,Grüne,2
"Es müssten »ehrgeizige Entscheidungen« dazu fallen, sagte Sall, der auch der Afrikanischen Union vorsitzt.",Union,2
Bundeskanzler Olaf Scholz hat auf der Weltklimakonferenz am Dienstag für seine Idee eines globalen Klimaclubs von Ländern mit ehrgeizigen Zielen bei der Bekämpfung der Erderwärmung geworben.,Olaf Scholz,0
Schon im Vorfeld pochten etwa einige Energieminister der Afrikanischen Union für das Recht auf die Förderung fossiler Rohstoffe.,Union,2
"Thierno Seydou Ly, Generaldirektor von Petrosen, plant schon die nächste Gasförderung Bundeskanzler Olaf Scholz war im Mai im Senegal, es war ein bemerkenswerter Besuch, eine »Zeitenwende« auch in der deutschen Energiepolitik, wie Scholz bei der anschließenden Pressekonferenz selbst bemerkte: Es sei sinnvoll, eine Kooperation bei der Gasförderung »intensiv zu verfolgen«.",Olaf Scholz,2
"Olaf Scholz im Mai zu Besuch bei Senegals Präsident Macky Sall Dabei haben die europäischen Regierungen noch im vergangenen Jahr auf dem afrikanischen Kontinent erneuerbare Energien gepredigt, mit ernster Stimme vor dem Abbau von Öl und Gas gewarnt.",Olaf Scholz,1
"Karl von Klitzing, Landesdirektor der deutschen Kreditanstalt für Wiederaufbau (KfW), hat Zeitungsartikel mitgebracht, sie zeigen Bundeskanzler Olaf Scholz beim Staatsbesuch im Senegal: Scholz zwischen den Solarpaneelen der größten staatlichen Fotovoltaikanlage des Senegal, finanziert von der KfW mit Mitteln des deutschen Entwicklungsministeriums.",Olaf Scholz,2
"Das Karmol LNGT Powership soll bald zwei schwimmende Kraftwerke in Dakar mit Erdgas versorgen Eine Piroge wird zu Wasser gelassen – die Fischerei bestimmt das Leben in Saint Louis Moustapha Dieng ist Vorsitzender der Fischervereinigung, er fordert eine Entschädigung vom Gaskonsortium Moustapha Dieng ist das Gesicht des Widerstands gegen BP & Co. Am Horizont die Anlagen zur Gasförderung – näher kommen die Fischer mit ihren Pirogen nicht ran, hier beginnt die Sperrzone Thierno Seydou Ly, Generaldirektor von Petrosen, plant schon die nächste Gasförderung Olaf Scholz im Mai zu Besuch bei Senegals Präsident Macky Sall Die Fischer machen die Gasplattform für ihre Ausfälle verantwortlich Fisch oder Gas?",Olaf Scholz,1
Der Streit hat auch eine kulturelle Komponente Straßenszene in Saint-Louis KfW-Landesdirektor Karl von Klitzing mit Ahmed Gueye vom senegalesischen Stromversorger Senelec Melden Sie sich an und diskutieren Sie mit  Emmanuel Macron (links) und Olaf Scholz in Scharm al-Scheich Ludovic Marin / AP Zum 27. Mal trifft sich die Weltgemeinschaft zur alljährlichen Klimakonferenz.,Olaf Scholz,2
"Am Montag und Dienstag halten mehr als 100 Staats- und Regierungschefs Eröffnungsreden, auch Bundeskanzler Olaf Scholz wird erwartet.",Olaf Scholz,2
Bundeskanzler Olaf Scholz hat eine Verdoppelung der deutschen Mittel für den weltweiten Schutz der Wälder von einer auf zwei Milliarden Euro zugesagt und vor einer Renaissance fossiler Energien gewarnt.,Olaf Scholz,1
18.04 Uhr: Bundeskanzler Olaf Scholz (SPD) hat eine Verdoppelung der deutschen Mittel für den weltweiten Schutz der Wälder von einer auf zwei Milliarden Euro zugesagt.,SPD,2
18.04 Uhr: Bundeskanzler Olaf Scholz (SPD) hat eine Verdoppelung der deutschen Mittel für den weltweiten Schutz der Wälder von einer auf zwei Milliarden Euro zugesagt.,Olaf Scholz,2
"Eine mit Kenia entwickelte Wetterplattform hilft Bauern etwa, Klimabedrohungen besser vorherzusehen.",Kenia,2
Emmanuel Macron (links) und Olaf Scholz in Scharm al-Scheich Ludovic Marin / AP Es ist ein Fehler aufgetreten.,Olaf Scholz,1
"Der bei AfD-Anhängern beliebten These, die Energiewende sei schuld an Energieknappheit und hohen Preisen, erteilt IEA-Chef Fatih Birol eine klare Absage: »Das ist einfach unwahr.«",AfD,1
"Das Emissionsziel für 2021 ist verfehlt, stillgelegte Kohlekraftwerke gehen wegen der Energiekrise wieder ans Netz und die FDP drängt darauf, dass nicht mehr jeder Sektor feste Klimaziele erfüllen muss .",FDP,1
"Gefragt, welches Minimalziel die Bundesregierung bei der Weltklimakonferenz erwartet, antwortete die Grünen-Politikerin: »Dass sie stattfindet.«",Grüne,2
"45/2022 Rette sich, wer kann Das 1,5-Grad-Ziel wird verfehlt - wie Deutschland sich jetzt wappnet Melden Sie sich an und diskutieren Sie mit  Fluten in Kenia [M] DER SPIEGEL; Foto: James Wakibia / ZUMA Wire / IMAGO Sie können den Artikel leider nicht mehr aufrufen.",Kenia,1
"Ihr Kurt Stukenberg,Ressortleiter Wissenschaft Habeck, Scholz, Lindner: Je nach Rechnung liegen SPD, Grüne und FDP gerade bei mehreren Dutzend Vorhaben miteinander im Clinch Melden Sie sich an und diskutieren Sie mit  Windräder in Bayern (Wildpoldsried im Allgäu): »Wollen die Zeit nicht ungenutzt verstreichen lassen« Sie können den Artikel leider nicht mehr aufrufen.",SPD,2
"Ihr Kurt Stukenberg,Ressortleiter Wissenschaft Habeck, Scholz, Lindner: Je nach Rechnung liegen SPD, Grüne und FDP gerade bei mehreren Dutzend Vorhaben miteinander im Clinch Melden Sie sich an und diskutieren Sie mit  Windräder in Bayern (Wildpoldsried im Allgäu): »Wollen die Zeit nicht ungenutzt verstreichen lassen« Sie können den Artikel leider nicht mehr aufrufen.",Grüne,2
"Ihr Kurt Stukenberg,Ressortleiter Wissenschaft Habeck, Scholz, Lindner: Je nach Rechnung liegen SPD, Grüne und FDP gerade bei mehreren Dutzend Vorhaben miteinander im Clinch Melden Sie sich an und diskutieren Sie mit  Windräder in Bayern (Wildpoldsried im Allgäu): »Wollen die Zeit nicht ungenutzt verstreichen lassen« Sie können den Artikel leider nicht mehr aufrufen.",FDP,2
Laubwald (in Niedersachsen) Melden Sie sich an und diskutieren Sie mit  Zwei gegen den Planeten: Protest von Klimaaktivisten mit den Konterfeis der FDP-Minister Christian Lindner und Volker Wissing Sie können den Artikel leider nicht mehr aufrufen.,FDP,2
Laubwald (in Niedersachsen) Melden Sie sich an und diskutieren Sie mit  Zwei gegen den Planeten: Protest von Klimaaktivisten mit den Konterfeis der FDP-Minister Christian Lindner und Volker Wissing Sie können den Artikel leider nicht mehr aufrufen.,Volker Wissing,2
Laubwald (in Niedersachsen) Melden Sie sich an und diskutieren Sie mit  Zwei gegen den Planeten: Protest von Klimaaktivisten mit den Konterfeis der FDP-Minister Christian Lindner und Volker Wissing Sie können den Artikel leider nicht mehr aufrufen.,Christian Lindner,2
Zwei gegen den Planeten: Protest von Klimaaktivisten mit den Konterfeis der FDP-Minister Christian Lindner und Volker Wissing Melden Sie sich an und diskutieren Sie mit  Er reißt einfach alles mit – der über die Ufer getretene Fluss Tule in der Kleinstadt Corcoran in Zentralkalifornien.,FDP,1
Zwei gegen den Planeten: Protest von Klimaaktivisten mit den Konterfeis der FDP-Minister Christian Lindner und Volker Wissing Melden Sie sich an und diskutieren Sie mit  Er reißt einfach alles mit – der über die Ufer getretene Fluss Tule in der Kleinstadt Corcoran in Zentralkalifornien.,Volker Wissing,1
Zwei gegen den Planeten: Protest von Klimaaktivisten mit den Konterfeis der FDP-Minister Christian Lindner und Volker Wissing Melden Sie sich an und diskutieren Sie mit  Er reißt einfach alles mit – der über die Ufer getretene Fluss Tule in der Kleinstadt Corcoran in Zentralkalifornien.,Christian Lindner,1
"EDF-Chef-Rémont, Finanzminister Bruno Le Maire vor dem AKW in Penly: »Wir waren recht nah an einem Leck« 12/2023 Das Schul-Fiasko Wie Deutschland den Kindern die Zukunft verbaut Melden Sie sich an und diskutieren Sie mit  Mehr fördern, weniger fordern: Ministerpräsidentin Manuela Schwesig Mecklenburg-Vorpommerns Ministerpräsidentin Manuela Schwesig (SPD) hat die Pläne von Wirtschaftsminister Robert Habeck (Grüne) für ein Verbot neuer Öl- und Gasheizungen ab 2024 kritisiert. »",SPD,2
"EDF-Chef-Rémont, Finanzminister Bruno Le Maire vor dem AKW in Penly: »Wir waren recht nah an einem Leck« 12/2023 Das Schul-Fiasko Wie Deutschland den Kindern die Zukunft verbaut Melden Sie sich an und diskutieren Sie mit  Mehr fördern, weniger fordern: Ministerpräsidentin Manuela Schwesig Mecklenburg-Vorpommerns Ministerpräsidentin Manuela Schwesig (SPD) hat die Pläne von Wirtschaftsminister Robert Habeck (Grüne) für ein Verbot neuer Öl- und Gasheizungen ab 2024 kritisiert. »",Grüne,2
"EDF-Chef-Rémont, Finanzminister Bruno Le Maire vor dem AKW in Penly: »Wir waren recht nah an einem Leck« 12/2023 Das Schul-Fiasko Wie Deutschland den Kindern die Zukunft verbaut Melden Sie sich an und diskutieren Sie mit  Mehr fördern, weniger fordern: Ministerpräsidentin Manuela Schwesig Mecklenburg-Vorpommerns Ministerpräsidentin Manuela Schwesig (SPD) hat die Pläne von Wirtschaftsminister Robert Habeck (Grüne) für ein Verbot neuer Öl- und Gasheizungen ab 2024 kritisiert. »",Robert Habeck,2
"EDF-Chef-Rémont, Finanzminister Bruno Le Maire vor dem AKW in Penly: »Wir waren recht nah an einem Leck« 12/2023 Das Schul-Fiasko Wie Deutschland den Kindern die Zukunft verbaut Melden Sie sich an und diskutieren Sie mit  Mehr fördern, weniger fordern: Ministerpräsidentin Manuela Schwesig Mecklenburg-Vorpommerns Ministerpräsidentin Manuela Schwesig (SPD) hat die Pläne von Wirtschaftsminister Robert Habeck (Grüne) für ein Verbot neuer Öl- und Gasheizungen ab 2024 kritisiert. »",Manuela Schwesig,2
"Mehr fördern, weniger fordern: Ministerpräsidentin Manuela Schwesig Melden Sie sich an und diskutieren Sie mit  SPD-Politiker Kutschaty am Abend der Landtagswahl im Mai 2022: Er hatte auf den Kanzlerbonus gesetzt Sie können den Artikel leider nicht mehr aufrufen.",SPD,1
"Mehr fördern, weniger fordern: Ministerpräsidentin Manuela Schwesig Melden Sie sich an und diskutieren Sie mit  SPD-Politiker Kutschaty am Abend der Landtagswahl im Mai 2022: Er hatte auf den Kanzlerbonus gesetzt Sie können den Artikel leider nicht mehr aufrufen.",Manuela Schwesig,1
SPD-Politiker Kutschaty am Abend der Landtagswahl im Mai 2022: Er hatte auf den Kanzlerbonus gesetzt Melden Sie sich an und diskutieren Sie mit  CDU-Parteichef Friedrich Merz am 17. März in Berlin Sie können den Artikel leider nicht mehr aufrufen.,SPD,2
SPD-Politiker Kutschaty am Abend der Landtagswahl im Mai 2022: Er hatte auf den Kanzlerbonus gesetzt Melden Sie sich an und diskutieren Sie mit  CDU-Parteichef Friedrich Merz am 17. März in Berlin Sie können den Artikel leider nicht mehr aufrufen.,Friedrich Merz,2
SPD-Politiker Kutschaty am Abend der Landtagswahl im Mai 2022: Er hatte auf den Kanzlerbonus gesetzt Melden Sie sich an und diskutieren Sie mit  CDU-Parteichef Friedrich Merz am 17. März in Berlin Sie können den Artikel leider nicht mehr aufrufen.,CDU,2
"Juli-Chefin Franziska Brandmann: »Trauriger Höhepunkt« Melden Sie sich an und diskutieren Sie mit  Ilia Yefimovich / dpa »Befreundet, aber unabhängige Parteien« – so bezeichnet Friedrich Merz die Beziehung zwischen CDU und CSU.",Friedrich Merz,2
"Juli-Chefin Franziska Brandmann: »Trauriger Höhepunkt« Melden Sie sich an und diskutieren Sie mit  Ilia Yefimovich / dpa »Befreundet, aber unabhängige Parteien« – so bezeichnet Friedrich Merz die Beziehung zwischen CDU und CSU.",CDU,2
"Juli-Chefin Franziska Brandmann: »Trauriger Höhepunkt« Melden Sie sich an und diskutieren Sie mit  Ilia Yefimovich / dpa »Befreundet, aber unabhängige Parteien« – so bezeichnet Friedrich Merz die Beziehung zwischen CDU und CSU.",CSU,2
"Ilia Yefimovich / dpa Melden Sie sich an und diskutieren Sie mit  Koalitionspartner: Christian Lindner, Robert Habeck und Olaf Scholz im Juni in Berlin Die FDP will SPD und Grünen beim »kalten Entzug« helfen: Vor dem Treffen der Koalitionsspitzen am Sonntag hat FDP-Vizefraktionschef Christoph Meyer von den Koalitionspartnern mit drastischen Worten mehr Ausgabendisziplin gefordert. »",SPD,2
"Ilia Yefimovich / dpa Melden Sie sich an und diskutieren Sie mit  Koalitionspartner: Christian Lindner, Robert Habeck und Olaf Scholz im Juni in Berlin Die FDP will SPD und Grünen beim »kalten Entzug« helfen: Vor dem Treffen der Koalitionsspitzen am Sonntag hat FDP-Vizefraktionschef Christoph Meyer von den Koalitionspartnern mit drastischen Worten mehr Ausgabendisziplin gefordert. »",Grüne,2
"Ilia Yefimovich / dpa Melden Sie sich an und diskutieren Sie mit  Koalitionspartner: Christian Lindner, Robert Habeck und Olaf Scholz im Juni in Berlin Die FDP will SPD und Grünen beim »kalten Entzug« helfen: Vor dem Treffen der Koalitionsspitzen am Sonntag hat FDP-Vizefraktionschef Christoph Meyer von den Koalitionspartnern mit drastischen Worten mehr Ausgabendisziplin gefordert. »",FDP,2
"Ilia Yefimovich / dpa Melden Sie sich an und diskutieren Sie mit  Koalitionspartner: Christian Lindner, Robert Habeck und Olaf Scholz im Juni in Berlin Die FDP will SPD und Grünen beim »kalten Entzug« helfen: Vor dem Treffen der Koalitionsspitzen am Sonntag hat FDP-Vizefraktionschef Christoph Meyer von den Koalitionspartnern mit drastischen Worten mehr Ausgabendisziplin gefordert. »",Olaf Scholz,2
"Ilia Yefimovich / dpa Melden Sie sich an und diskutieren Sie mit  Koalitionspartner: Christian Lindner, Robert Habeck und Olaf Scholz im Juni in Berlin Die FDP will SPD und Grünen beim »kalten Entzug« helfen: Vor dem Treffen der Koalitionsspitzen am Sonntag hat FDP-Vizefraktionschef Christoph Meyer von den Koalitionspartnern mit drastischen Worten mehr Ausgabendisziplin gefordert. »",Christian Lindner,2
"Ilia Yefimovich / dpa Melden Sie sich an und diskutieren Sie mit  Koalitionspartner: Christian Lindner, Robert Habeck und Olaf Scholz im Juni in Berlin Die FDP will SPD und Grünen beim »kalten Entzug« helfen: Vor dem Treffen der Koalitionsspitzen am Sonntag hat FDP-Vizefraktionschef Christoph Meyer von den Koalitionspartnern mit drastischen Worten mehr Ausgabendisziplin gefordert. »",Robert Habeck,2
"Trotz Randbebauung soll das Tempelhofer Feld die grüne Lunge Berlins bleiben Melden Sie sich an und diskutieren Sie mit  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa CDU-Chef Friedrich Merz hat trotz politischer Differenzen Sympathien für Wirtschaftsminister Robert Habeck von den Grünen erkennen lassen. »",Grüne,1
"Trotz Randbebauung soll das Tempelhofer Feld die grüne Lunge Berlins bleiben Melden Sie sich an und diskutieren Sie mit  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa CDU-Chef Friedrich Merz hat trotz politischer Differenzen Sympathien für Wirtschaftsminister Robert Habeck von den Grünen erkennen lassen. »",Olaf Scholz,1
"Trotz Randbebauung soll das Tempelhofer Feld die grüne Lunge Berlins bleiben Melden Sie sich an und diskutieren Sie mit  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa CDU-Chef Friedrich Merz hat trotz politischer Differenzen Sympathien für Wirtschaftsminister Robert Habeck von den Grünen erkennen lassen. »",Friedrich Merz,1
"Trotz Randbebauung soll das Tempelhofer Feld die grüne Lunge Berlins bleiben Melden Sie sich an und diskutieren Sie mit  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa CDU-Chef Friedrich Merz hat trotz politischer Differenzen Sympathien für Wirtschaftsminister Robert Habeck von den Grünen erkennen lassen. »",CDU,1
"Trotz Randbebauung soll das Tempelhofer Feld die grüne Lunge Berlins bleiben Melden Sie sich an und diskutieren Sie mit  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa CDU-Chef Friedrich Merz hat trotz politischer Differenzen Sympathien für Wirtschaftsminister Robert Habeck von den Grünen erkennen lassen. »",Robert Habeck,1
"Lesen Sie hier auch die SPIEGEL-Recherche zu einer Großspende, die den CDU-Chef in Erklärungsnot bringt: Friedrich Merz und die ominöse »Spendenübergabe«  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa Melden Sie sich an und diskutieren Sie mit  Außenministerin Baerbock in Georgien: »Vertrauen Sie nicht den Worten der Regierung« Sie können den Artikel leider nicht mehr aufrufen.",Olaf Scholz,2
"Lesen Sie hier auch die SPIEGEL-Recherche zu einer Großspende, die den CDU-Chef in Erklärungsnot bringt: Friedrich Merz und die ominöse »Spendenübergabe«  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa Melden Sie sich an und diskutieren Sie mit  Außenministerin Baerbock in Georgien: »Vertrauen Sie nicht den Worten der Regierung« Sie können den Artikel leider nicht mehr aufrufen.",Friedrich Merz,2
"Lesen Sie hier auch die SPIEGEL-Recherche zu einer Großspende, die den CDU-Chef in Erklärungsnot bringt: Friedrich Merz und die ominöse »Spendenübergabe«  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa Melden Sie sich an und diskutieren Sie mit  Außenministerin Baerbock in Georgien: »Vertrauen Sie nicht den Worten der Regierung« Sie können den Artikel leider nicht mehr aufrufen.",CDU,2
"Lesen Sie hier auch die SPIEGEL-Recherche zu einer Großspende, die den CDU-Chef in Erklärungsnot bringt: Friedrich Merz und die ominöse »Spendenübergabe«  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa Melden Sie sich an und diskutieren Sie mit  Außenministerin Baerbock in Georgien: »Vertrauen Sie nicht den Worten der Regierung« Sie können den Artikel leider nicht mehr aufrufen.",Robert Habeck,2
"Übergangen, gemobbt, abserviert: Wie Ältere diskriminiert werden Melden Sie sich an und diskutieren Sie mit  Nancy Faeser kniet an der Gedenkstätte für die Opfer des 11. September 2001 in New York Dogukan Sahin / dpa Im schwarzen Mantel schreitet Nancy Faeser am Donnerstag das riesige Becken ab, an dessen Stelle einst der Südturm des World Trade Center stand.",Nancy Faeser,1
Nancy Faeser kniet an der Gedenkstätte für die Opfer des 11. September 2001 in New York Dogukan Sahin / dpa Melden Sie sich an und diskutieren Sie mit  Vizekanzler Habeck RITZAU SCANPIX / via REUTERS Dieser Artikel gehört zum Angebot von SPIEGEL+.,Nancy Faeser,2
"Übergangen, gemobbt, abserviert: Wie Ältere diskriminiert werden Melden Sie sich an und diskutieren Sie mit  Linkenpolitiker Gregor Gysi: Mit Absenkung der Fünfprozenthürde »höchstrichterlich festgelegte Ziele erreichbar« Der Linkenpoli­tiker Gregor Gysi fordert die Ampelkoalition auf, wegen der gestrichenen Grundmandatsklausel im neuen Wahlrecht die Fünfprozenthürde zu senken, um eine Auseinandersetzung vor dem Bundesverfassungsgericht zu vermeiden.",Ampelkoalition,1
"Übergangen, gemobbt, abserviert: Wie Ältere diskriminiert werden Melden Sie sich an und diskutieren Sie mit  Linkenpolitiker Gregor Gysi: Mit Absenkung der Fünfprozenthürde »höchstrichterlich festgelegte Ziele erreichbar« Der Linkenpoli­tiker Gregor Gysi fordert die Ampelkoalition auf, wegen der gestrichenen Grundmandatsklausel im neuen Wahlrecht die Fünfprozenthürde zu senken, um eine Auseinandersetzung vor dem Bundesverfassungsgericht zu vermeiden.",Ampel,1
"Übergangen, gemobbt, abserviert: Wie Ältere diskriminiert werden Melden Sie sich an und diskutieren Sie mit  Olaf Scholz im Bundeskanzleramt Sie können den Artikel leider nicht mehr aufrufen.",Olaf Scholz,1
Verwüstete Häuser in Rolling Fork im US-Bundesstaat Mississippi Melden Sie sich an und diskutieren Sie mit  Ricarda Lang und Florian Wilsch im Februar auf der Berlinale Der Tweet besteht nur aus sieben Buchstaben und einem Herz-Emoji – und damit ist auch alles gesagt.,Ricarda Lang,1
Ricarda Lang und Florian Wilsch im Februar auf der Berlinale Melden Sie sich an und diskutieren Sie mit  Schülerin Emily: Sie starb 2019 in London Sie können den Artikel leider nicht mehr aufrufen.,Ricarda Lang,2
"Bei der Deutschen Börse in Frankfurt am Main STAFF / REUTERS Melden Sie sich an und diskutieren Sie mit  Stephan Weil: Vermutet, dass das »Verhältnis von Amazon zur Betriebsverfassung nicht hinterfragt werden sollte« Vor Gericht bekam Amazon zuletzt recht: Die ständige Mitarbeiterkontrolle bei dem Versandhändler in Winsen südlich von Hamburg sei rechtens, entschied das Verwaltungsgericht.",Stephan Weil,1
"Stephan Weil: Vermutet, dass das »Verhältnis von Amazon zur Betriebsverfassung nicht hinterfragt werden sollte« Melden Sie sich an und diskutieren Sie mit  Olaf Scholz in Brüssel: »Striktere, klarere Regeln« als in vielen anderen Ländern der Welt Nach dem Zusammenbruch der Credit Suisse in der Schweiz beschwichtigt Bundeskanzler Olaf Scholz Sorgen um die Deutsche Bank. »",Olaf Scholz,1
"Stephan Weil: Vermutet, dass das »Verhältnis von Amazon zur Betriebsverfassung nicht hinterfragt werden sollte« Melden Sie sich an und diskutieren Sie mit  Olaf Scholz in Brüssel: »Striktere, klarere Regeln« als in vielen anderen Ländern der Welt Nach dem Zusammenbruch der Credit Suisse in der Schweiz beschwichtigt Bundeskanzler Olaf Scholz Sorgen um die Deutsche Bank. »",Stephan Weil,1
"Olaf Scholz in Brüssel: »Striktere, klarere Regeln« als in vielen anderen Ländern der Welt Melden Sie sich an und diskutieren Sie mit  Autobahnbrücke in Duisburg Die von Finanz- und Verkehrsministerium geplante Änderung des Gesellschaftsvertrags der bundeseigenen Autobahn GmbH stößt auf heftige Kritik des Bundesrechnungshofs (BRH).",Olaf Scholz,1
"Übergangen, gemobbt, abserviert: Wie Ältere diskriminiert werden Melden Sie sich an und diskutieren Sie mit  Robert Habeck (l.) und sein dänischer Kollege Lars Aagaard am Freitag in Kopenhagen Deutschland und Dänemark haben eine engere Zusammenarbeit in der Energiepolitik vereinbart.",Robert Habeck,1
Robert Habeck (l.) und sein dänischer Kollege Lars Aagaard am Freitag in Kopenhagen Melden Sie sich an und diskutieren Sie mit  Frankfurter Bankenviertel: Deutsche Bank mehr als zwölf Prozent im Minus Anhaltende Unsicherheit hat Folgen: Zum Ende der ersten Woche nach Bekanntwerden der Übernahme der angeschlagenen Credit Suisse durch die UBS liegen die Kurse an der Frankfurter Börse erneut im Minus.,Robert Habeck,2
"Ihr Kurt Stukenberg,Ressortleiter Wissenschaft Habeck, Scholz, Lindner: Je nach Rechnung liegen SPD, Grüne und FDP gerade bei mehreren Dutzend Vorhaben miteinander im Clinch Melden Sie sich an und diskutieren Sie mit  Illustration von Sars-CoV-2 Die unter dem Namen Arcturus bekannte Coronasublinie XBB.1.16 ist in Deutschland bisher nur selten dokumentiert worden.",SPD,2
"Ihr Kurt Stukenberg,Ressortleiter Wissenschaft Habeck, Scholz, Lindner: Je nach Rechnung liegen SPD, Grüne und FDP gerade bei mehreren Dutzend Vorhaben miteinander im Clinch Melden Sie sich an und diskutieren Sie mit  Illustration von Sars-CoV-2 Die unter dem Namen Arcturus bekannte Coronasublinie XBB.1.16 ist in Deutschland bisher nur selten dokumentiert worden.",Grüne,2
